flight,dep_time,dep_delay
1368,1813,3
167,1815,64
17,1815,0
1715,1815,-10
3301,1816,31
441,1817,17
4225,1817,107
4202,1819,80
5207,1819,-6
3472,1820,0
83,1820,0
1052,1820,9
1013,1821,-3
1531,1821,3
7,1822,-3
156,1822,0
2019,1823,-7
3044,1824,-6
2370,1825,0
3674,1825,-10
389,1825,-5
1219,1825,25
926,1826,11
119,1827,-3
2039,1827,-1
728,1828,59
785,1830,35
2131,1830,0
3486,1831,1
1141,1831,43
269,1832,-3
1571,1833,8
1516,1837,86
200,1837,7
305,1838,8
1526,1841,28
2019,1843,8
359,1844,-1
3349,1844,-11
619,1845,22
29,1849,-6
4059,1850,-7
245,1850,5
169,1850,-5
2247,1850,291
669,1851,-4
1465,1853,-7
2160,1853,-7
3807,1854,29
947,1855,-5
2159,1855,-5
4245,1858,18
1714,1858,-1
4224,1859,27
201,1900,-1
4191,1900,92
1618,1900,30
691,1901,61
3433,1902,-3
5038,1902,-8
493,1902,-3
5890,1903,-2
4370,1905,25
4410,1905,66
1139,1905,9
3525,1906,1
1202,1907,29
711,1907,8
1643,1908,8
1629,1910,-5
791,1911,-4
425,1912,45
2454,1912,12
1691,1914,-6
1873,1914,21
1702,1920,-5
1762,1922,2
1091,1923,13
381,1923,18
1198,1923,18
86,1924,122
5769,1925,-5
1271,1926,-10
2041,1926,-4
153,1927,68
4509,1928,16
361,1929,9
1435,1929,-1
3542,1930,70
5454,1930,-5
1658,1930,0
309,1931,156
3429,1932,-3
883,1932,16
4361,1932,-3
3134,1933,68
4312,1934,-1
2193,1935,35
3535,1935,0
3443,1936,1
71,1936,6
3285,1937,7
87,1937,2
1703,1937,12
1854,1940,10
3385,1943,13
4131,1943,51
363,1947,-3
535,1947,108
2007,1948,48
3573,1948,-7
3374,1951,-4
1485,1952,22
2162,1952,-8
1709,1953,-7
3662,1953,-7
695,1953,-7
2195,1955,-5
4321,1956,51
105,1958,-7
1147,1959,-1
1439,1959,29
975,2000,1
5714,2000,20
2139,2001,36
5092,2003,13
418,2004,-6
2391,2004,4
4543,2004,-6
1505,2006,-1
3591,2008,8
415,2011,10
5091,2011,251
1123,2012,0
4969,2013,18
1555,2014,23
357,2018,-7
21,2019,64
161,2020,40
4333,2022,41
5804,2024,-5
4033,2025,-5
135,2025,-3
1464,2025,4
771,2025,0
5892,2026,179
4462,2028,29
465,2028,-1
4127,2029,-1
4079,2029,-1
236,2029,29
4218,2030,0
353,2030,145
686,2030,-6
3395,2033,3
4204,2033,53
1623,2035,24
225,2036,64
565,2036,6
2680,2037,-3
4548,2041,-5
1244,2046,39
324,2048,-7
5254,2049,-10
371,2051,-9
165,2053,2
4119,2053,-2
2164,2054,-6
3384,2055,-5
499,2057,-3
2065,2057,-3
1103,2059,-2
1037,2100,4
3470,2104,19
2197,2106,6
2363,2107,7
1295,2110,45
523,2111,12
3603,2113,33
702,2115,-1
1729,2115,0
5048,2118,48
3660,2121,-9
527,2122,3
1611,2122,-2
97,2126,1
4672,2126,31
1677,2127,-3
1247,2127,28
1707,2128,58
4536,2129,40
1481,2129,137
347,2132,17
1146,2132,10
1083,2135,94
3621,2136,-4
775,2139,14
3317,2140,0
4700,2142,18
985,2144,-1
185,2145,-5
611,2145,0
915,2146,77
4695,2146,-4
1201,2151,1
425,2152,-3
4372,2153,13
4276,2157,5
1142,2202,3
4139,2205,55
1680,2206,42
1371,2210,40
5169,2215,-5
5258,2223,-2
1203,2228,-3
1183,2233,47
486,2235,-10
1816,2237,-8
1241,2237,80
234,2241,-4
4625,2243,44
623,2244,-1
108,2253,-2
718,2301,-4
1532,2320,141
2002,2337,42
745,2359,0
3608,NA,NA
743,NA,NA
5268,NA,NA
685,NA,NA
3604,NA,NA
1201,23,153
1183,27,161
2065,43,223
745,48,49
1993,458,-2
1545,525,-5
701,539,-1
493,540,-5
939,549,4
371,550,-10
1400,550,0
3267,554,-6
3550,554,-11
301,555,-5
2134,555,-5
4137,555,-5
5747,555,-5
5716,555,-5
1909,556,-4
2167,556,-4
635,556,-4
303,557,-3
601,558,-7
2180,559,-9
461,559,-1
731,559,-1
3525,559,-6
707,600,0
1837,601,-4
1279,602,-3
1686,602,-4
569,603,1
1919,605,-5
583,606,1
3351,606,-4
1895,609,-6
1403,609,-2
27,610,10
1239,610,-1
1965,611,-3
249,611,1
2063,612,-2
452,612,12
347,614,14
4963,615,-5
1743,619,-1
6177,619,-1
4393,624,-6
929,625,-5
16,625,0
4533,626,-4
3676,626,-4
2802,627,-3
224,627,-4
236,627,-3
4144,627,-3
4241,627,-3
4334,627,-3
4471,627,-3
303,628,-2
2085,628,-2
575,628,-2
211,629,-1
1099,629,-1
424,629,-1
4150,629,-1
1668,629,19
1701,630,0
1627,632,-4
1665,632,16
745,633,-1
4535,633,3
413,635,-5
4122,635,-3
1708,636,11
4424,636,-2
1115,636,-4
3599,639,-6
675,643,-2
905,643,-4
623,643,-2
671,643,-3
318,644,-1
711,647,-8
433,650,-5
343,651,0
305,652,-8
525,653,3
2136,653,-7
347,653,-7
2003,653,-7
1556,653,12
23,654,-6
315,654,-1
2285,654,-6
3879,655,-5
2169,655,-5
465,655,15
1415,656,-4
269,656,-4
1879,656,-4
2083,657,-3
331,659,-1
763,659,-1
1547,659,-1
4522,659,-1
4166,700,0
2279,701,-4
753,701,3
311,702,-3
805,702,-3
756,703,-5
1496,703,-5
3547,707,-3
831,708,-7
443,712,-3
399,712,-3
453,714,15
5068,715,75
1815,716,-9
4565,717,-3
15,718,-2
1456,720,-1
329,723,23
33,724,-6
1757,725,-5
461,725,-4
183,725,-5
421,726,-5
4111,726,-4
3,727,22
1949,729,-6
683,729,-1
496,729,15
1975,729,-1
1771,729,-1
390,730,27
4691,732,-7
1591,732,0
4125,734,-6
1289,736,6
5811,736,-1
8,740,-2
1705,740,20
4577,743,13
807,744,-1
4587,744,24
1444,744,-1
27,745,0
2702,746,-6
715,748,-2
11,748,8
163,750,-2
2138,750,-10
3709,750,-5
1717,751,2
1733,751,-2
346,751,-9
2395,752,-3
2457,752,-8
309,753,-2
1491,753,-7
4461,753,13
885,754,-6
3507,756,-4
655,756,-4
1273,756,0
1511,756,-4
755,756,-3
901,757,-3
2171,758,-2
561,758,-2
2119,758,-2
4099,758,-2
59,759,4
1271,759,-1
2047,759,0
3478,759,4
2190,801,1
1199,801,-1
5463,802,0
1109,803,-2
4872,803,-12
3611,804,-1
3531,806,-9
281,809,-6
914,809,-6
2267,810,-10
1805,812,-2
1167,813,-2
3370,814,-1
4105,815,-5
706,815,14
397,818,-7
4998,818,-2
654,820,20
4537,820,-10
1429,821,6
2280,822,-14
1959,822,-3
538,823,-2
1157,823,-6
857,825,0
4594,826,-4
3355,826,11
4122,827,-2
1838,827,-3
4419,827,-3
1626,827,-3
3521,828,-2
3272,828,-2
3854,829,-5
3407,829,-1
1581,829,-6
443,830,0
3538,831,16
1783,831,-4
219,832,-2
719,834,9
1831,834,10
3419,835,-5
4175,836,4
247,837,-6
301,843,-7
4638,846,6
313,847,-3
3466,848,-2
15,848,-5
3363,850,21
548,852,-8
544,853,-7
647,854,-1
1357,854,-6
2140,854,-6
2173,854,-6
5,855,-5
485,856,-4
1747,856,-3
189,857,-4
1634,858,-3
1643,858,14
1691,858,-2
4374,859,-6
63,903,2
388,903,-6
874,905,0
120,906,6
3565,906,-9
1885,907,7
161,908,-7
1223,909,-11
5222,909,-1
4388,910,22
181,911,6
5813,911,-4
1,912,-3
867,913,-2
1401,913,23
1258,915,-5
2379,919,4
1443,920,-10
5109,922,22
1216,922,22
199,924,-6
407,924,-1
207,925,49
116,927,-3
223,927,-8
271,927,-6
4381,927,-8
1480,930,0
677,932,92
795,932,3
3851,932,62
2071,933,50
4065,942,2
102,942,2
1871,943,-2
3644,943,-7
251,947,-3
4060,950,-5
3670,950,-5
2175,951,-9
4714,951,1
731,952,-3
172,952,2
588,953,-6
4495,954,-6
1847,955,-5
2075,956,-1
1765,956,-4
51,956,-4
411,958,-1
353,958,-2
3608,959,19
4348,959,-7
5711,959,0
1025,1000,0
3611,1002,-3
483,1004,5
4140,1004,-1
775,1004,-6
2054,1007,-7
2319,1008,0
1735,1009,3
586,1012,42
5736,1012,7
518,1016,-1
212,1019,0
1625,1019,2
179,1020,-10
2142,1021,21
325,1022,-3
3689,1022,-3
2343,1023,-7
1714,1023,-7
925,1024,-1
625,1024,-5
5815,1024,104
1753,1025,6
4187,1025,-5
187,1026,-4
4255,1026,-4
604,1027,2
642,1027,-2
23,1028,-2
19,1029,-1
1,1029,0
4091,1029,-6
1529,1030,0
4662,1030,-5
5806,1030,0
1879,1032,-3
1623,1034,5
1163,1038,0
53,1047,18
487,1047,-2
971,1050,-5
2144,1050,-10
1275,1050,-5
3466,1050,-5
403,1053,-2
1903,1053,-2
2445,1054,-6
5545,1054,-6
1647,1057,-3
3230,1058,-2
695,1059,-1
1601,1100,-5
4407,1102,179
51,1103,3
1031,1103,-2
2177,1104,4
1712,1105,6
327,1106,-9
1528,1106,6
739,1109,-6
127,1109,-4
4711,1109,-1
4952,1109,109
1875,1110,0
405,1111,-6
703,1111,-4
3281,1113,-2
2380,1115,-10
34,1116,-4
208,1117,-3
1129,1117,-3
1517,1124,-1
2077,1125,-5
5273,1125,10
2099,1126,1
2729,1126,-10
954,1131,-4
2219,1133,-2
1550,1135,1
1855,1140,-5
2602,1140,65
4583,1141,-7
401,1143,-2
3718,1144,29
2147,1145,-10
3461,1146,-9
3572,1147,-13
1090,1148,-2
3386,1150,-5
255,1152,-8
3404,1152,-7
3,1153,-7
2146,1153,-7
580,1153,-7
4097,1154,-5
4679,1154,0
2179,1155,-5
1174,1155,0
863,1156,-4
3546,1156,11
791,1156,-4
295,1157,-3
1947,1157,-3
1879,1158,-2
1191,1159,-10
5299,1159,79
3658,1159,-6
499,1200,0
1723,1201,2
329,1205,-5
323,1205,-3
1787,1208,3
5810,1212,-7
4302,1213,13
5897,1221,-8
1307,1222,43
1010,1223,5
1006,1228,28
2098,1228,-2
4640,1229,-6
1466,1229,-1
4510,1232,93
42,1238,-2
6054,1240,0
3353,1242,297
1850,1242,-3
927,1242,1
1318,1242,0
4227,1242,-10
745,1243,-2
4720,1243,3
1605,1246,-4
316,1247,-3
1375,1248,-2
1131,1249,-1
1700,1250,-5
781,1251,-8
3388,1251,-4
2181,1252,-8
3340,1252,-8
3319,1254,24
2502,1254,24
165,1254,-6
2148,1255,-5
4109,1255,5
1641,1256,1
411,1258,-2
3838,1258,29
1708,1258,-2
1101,1300,1
201,1300,0
3361,1301,11
2041,1302,17
2079,1302,5
5148,1303,3
1841,1306,6
348,1306,-4
1639,1309,-5
1979,1310,-4
1186,1310,-2
331,1311,-4
4453,1312,22
553,1315,0
3698,1320,-8
5812,1321,-3
15,1323,-2
505,1324,-6
3493,1324,-1
1054,1324,4
1164,1324,32
431,1325,-5
2043,1325,-5
3305,1325,0
1734,1326,26
4193,1330,1
4395,1330,0
286,1331,-4
3678,1332,-3
4103,1333,3
673,1334,271
1073,1335,-5
213,1335,-3
753,1338,-7
507,1338,13
743,1340,90
1685,1344,-3
117,1345,0
151,1348,-1
308,1349,1
1740,1350,-3
337,1352,-7
3806,1352,49
3567,1352,-3
650,1354,0
686,1355,-4
2183,1355,-5
491,1355,0
1373,1356,-3
2150,1356,-4
1565,1357,-2
1451,1357,-2
2480,1401,-4
769,1402,13
673,1408,-7
4171,1410,-6
721,1417,-3
4412,1418,10
1493,1419,9
3588,1420,0
118,1421,27
4100,1423,46
350,1423,13
2402,1426,1
1338,1426,40
112,1426,9
703,1427,-2
3669,1427,-2
345,1429,-1
5713,1430,-6
4474,1431,1
1290,1431,1
3969,1433,-2
1883,1433,22
1819,1434,-5
4974,1436,161
1171,1437,-8
1902,1439,-1
759,1441,-4
1231,1441,1
4572,1441,-3
325,1442,12
1779,1443,2
1546,1443,0
994,1444,135
3793,1445,-5
301,1446,16
3318,1447,2
575,1450,10
1995,1450,2
3231,1451,-4
1751,1452,-3
127,1452,-3
3391,1452,-7
841,1452,-3
2152,1453,-7
1257,1456,10
883,1457,-3
581,1458,-1
2815,1458,3
451,1500,1
3393,1501,11
161,1501,2
1769,1502,-3
4115,1505,15
2185,1505,5
526,1507,8
3433,1507,-3
1492,1507,8
3325,1508,9
4120,1510,15
376,1510,15
4181,1510,5
802,1511,11
1164,1511,16
685,1512,12
2181,1514,-1
1635,1517,22
1773,1517,-3
3199,1517,-8
4377,1519,1
1289,1519,23
341,1520,0
4336,1523,33
745,1523,12
4213,1524,31
4502,1524,-1
4381,1525,26
3359,1525,30
85,1526,-4
573,1526,-3
3532,1526,1
1211,1526,21
95,1527,-3
253,1528,14
1350,1530,0
1935,1530,0
5796,1530,174
1873,1533,-2
4580,1534,9
779,1535,40
3416,1535,0
1729,1536,1
1714,1536,-3
1178,1536,12
4576,1537,11
133,1538,-7
1982,1538,-7
2793,1539,-6
1654,1539,10
4667,1540,-1
244,1541,11
2247,1542,103
1600,1542,23
4,1543,-2
1705,1543,-2
1942,1543,-2
3694,1545,0
1151,1546,3
2223,1549,29
1899,1549,11
4684,1549,4
4087,1550,-6
3622,1550,10
763,1551,1
477,1551,66
4352,1551,26
83,1552,52
2154,1552,-8
4978,1553,59
1373,1554,-5
5091,1555,-5
2187,1557,-3
141,1557,-3
1592,1557,-2
2459,1558,3
3075,1558,-2
543,1600,0
2280,1600,25
3771,1601,-2
3540,1602,3
1750,1603,-2
847,1603,3
1813,1604,64
1734,1604,5
655,1604,9
1394,1604,-1
5712,1604,99
283,1605,-1
4596,1605,6
1619,1607,-8
3357,1607,-3
1107,1608,28
3523,1611,21
3926,1611,-4
3400,1612,-3
3459,1613,18
564,1614,4
3202,1615,45
31,1617,34
1467,1618,-2
4294,1618,-2
3411,1619,-6
1638,1620,0
3556,1622,-8
3440,1624,-1
468,1624,79
4949,1624,119
4225,1626,-4
5675,1626,57
629,1627,-2
706,1627,28
1117,1628,3
2231,1628,-2
4431,1628,6
423,1629,-6
1105,1630,35
27,1630,0
843,1630,10
1695,1630,5
1284,1631,8
5509,1632,-3
1801,1634,4
4705,1636,7
1161,1637,8
3341,1638,18
4013,1638,-2
1013,1640,70
2302,1646,1
2949,1647,7
1507,1649,-6
681,1651,-4
257,1651,71
4209,1651,16
643,1652,233
2156,1654,-6
413,1654,-1
1119,1655,-5
1163,1655,-5
2042,1655,-4
485,1656,-3
3932,1657,-2
881,1657,27
4702,1657,27
2189,1658,-2
773,1700,0
1999,1700,-5
1499,1700,0
4202,1700,1
1255,1700,16
3216,1701,1
1711,1704,-1
327,1704,-5
345,1705,0
1516,1705,-6
402,1705,40
894,1706,3
503,1706,1
1281,1706,6
181,1708,-2
3310,1710,-5
167,1710,-1
1249,1711,8
509,1712,-2
3928,1713,13
1580,1714,8
89,1717,42
1185,1717,5
3365,1717,-3
1219,1717,2
695,1718,-2
4300,1720,25
4113,1721,-5
193,1722,-7
790,1722,2
841,1725,-5
257,1726,16
318,1726,-4
479,1726,1
2331,1726,-4
4411,1726,16
5892,1727,0
1150,1727,28
3448,1728,28
221,1728,3
1438,1728,-1
2751,1728,-7
408,1729,17
1109,1729,5
687,1730,-5
256,1730,-3
401,1731,-4
623,1731,-3
2383,1732,-3
1901,1733,-2
837,1734,4
1266,1734,5
375,1735,30
4581,1735,6
918,1738,62
3301,1738,-7
145,1740,5
1543,1741,6
884,1742,-3
4191,1742,14
299,1743,-5
532,1743,12
330,1744,15
803,1746,40
2580,1746,15
1611,1747,2
3850,1748,0
1078,1750,51
1141,1750,2
3526,1752,-8
5601,1753,70
1407,1754,-1
2158,1754,-6
2191,1754,-6
1321,1755,-5
3402,1756,-4
691,1758,-2
1585,1758,-1
359,1759,-1
61,1759,-1
4370,1801,41
441,1802,2
353,1803,-2
1053,1809,-1
1368,1810,0
569,1810,5
926,1813,-2
5199,1813,193
535,1814,15
5461,1814,124
17,1815,0
3472,1818,-2
83,1819,-1
1013,1820,-4
1250,1820,-2
3542,1821,1
675,1821,-2
7,1822,-3
3486,1822,-8
1052,1822,11
3807,1823,-2
305,1824,-6
200,1824,-6
263,1825,50
389,1825,-5
3134,1825,0
1571,1825,0
415,1826,26
2039,1826,-2
1715,1826,1
2019,1827,-3
2370,1827,2
3044,1827,-3
119,1828,-2
2131,1828,-2
3674,1829,-6
425,1831,4
4224,1833,1
1165,1833,3
708,1835,84
1531,1835,17
4245,1837,-3
2019,1837,2
269,1840,5
1202,1843,5
153,1844,25
359,1845,0
29,1846,-9
4131,1847,-5
245,1849,4
1414,1849,20
4059,1850,-7
2160,1852,-8
169,1852,-3
3349,1852,-3
2193,1854,-6
669,1855,0
1643,1856,-4
1259,1859,0
201,1900,-1
1465,1900,0
2454,1900,0
685,1900,0
3433,1902,-3
1873,1903,10
4321,1903,-2
1271,1904,-1
3525,1905,0
1139,1905,9
4509,1906,-6
1473,1907,137
381,1909,4
2007,1909,9
738,1910,5
947,1912,12
21,1913,-2
1762,1916,-4
883,1916,0
5268,1916,1
361,1917,-3
1691,1918,-2
791,1921,6
1091,1921,11
1703,1921,-1
5769,1924,-6
2139,1925,0
1435,1927,-3
1854,1927,-3
225,1928,-4
1271,1928,-8
1485,1928,-2
2159,1928,28
4209,1928,-2
3535,1928,-7
2041,1929,-1
5454,1930,-5
1658,1930,0
711,1932,33
1629,1936,21
3385,1937,7
1481,1937,25
4333,1938,-3
1598,1940,131
3429,1941,6
3443,1944,9
363,1947,-3
3573,1947,-8
4312,1949,14
975,1950,-10
3591,1950,-10
1147,1951,-9
2162,1953,-7
3662,1954,-6
1709,1955,-5
695,1955,-5
4462,1955,-4
2195,1956,-4
5092,1958,8
2391,1959,-1
418,2000,-10
236,2000,0
71,2002,32
1143,2003,38
1505,2006,-1
1083,2007,6
3374,2007,12
87,2008,33
4543,2008,-2
1439,2008,38
5890,2010,65
1244,2013,6
4204,2015,-5
4079,2016,-9
1464,2017,-4
771,2019,-6
415,2020,19
4033,2022,-8
465,2022,-7
357,2022,-3
105,2025,20
3285,2026,56
565,2026,-4
4361,2026,51
4218,2027,-3
135,2028,0
3395,2030,0
1295,2032,7
3603,2033,-7
686,2036,0
4127,2037,7
1707,2037,7
3470,2038,-7
4548,2039,-7
2680,2040,0
915,2046,17
1152,2049,38
1247,2050,-9
2164,2051,-9
324,2052,-3
3384,2054,-6
1037,2054,-2
4139,2056,-3
371,2057,-3
161,2057,77
2197,2058,-2
499,2100,0
5038,2100,110
165,2103,12
3604,2104,-1
1555,2105,74
5395,2108,73
2363,2115,15
4119,2116,21
1729,2117,2
702,2118,2
1241,2118,1
775,2119,-6
1146,2119,-3
1371,2120,-10
3660,2124,-6
785,2126,211
4700,2126,2
722,2126,0
5804,2128,59
1677,2129,-1
4695,2129,-1
347,2131,16
4186,2135,-5
3621,2136,-4
1123,2138,86
523,2140,41
1072,2140,51
3317,2141,1
97,2147,22
4276,2150,-2
1116,2156,-3
185,2159,9
985,2203,18
1103,2211,70
611,2213,28
4625,2218,19
527,2222,63
1680,2223,59
5254,2232,93
425,2233,38
486,2238,-7
1816,2238,-7
234,2240,-5
623,2245,0
5169,2246,26
177,2249,294
4672,2250,115
2002,2251,-4
108,2252,-3
4536,2254,125
1071,2254,102
718,2301,-4
1203,2301,30
839,2358,-1
1503,2358,-1
343,NA,NA
317,NA,NA
5048,NA,NA
5132,NA,NA
5207,NA,NA
5432,NA,NA
5714,NA,NA
1503,7,8
165,106,255
839,134,95
843,507,7
1539,528,-2
701,533,-7
939,541,-4
377,544,-1
5716,549,-11
3267,551,-9
27,552,-8
2055,555,-5
461,555,-5
303,555,-5
301,556,-4
731,557,-3
5747,557,-3
695,558,-2
347,559,-1
707,600,0
5068,600,0
601,601,-4
569,601,-1
371,603,3
1919,607,-3
1895,608,-7
583,610,5
1403,611,0
2063,611,-3
1550,612,-4
1965,613,-1
4963,616,-4
6177,616,-4
3040,617,2
1691,618,2
1743,620,0
2802,622,-8
1150,624,-1
3396,625,5
575,625,-5
4585,625,-5
211,628,-2
303,629,-1
1671,629,-1
929,630,0
2085,630,0
373,632,-6
5677,633,-5
1837,634,29
413,635,-5
210,636,5
4424,638,-7
1162,638,0
623,639,-6
745,640,6
441,640,2
675,641,-4
905,644,-3
1099,645,15
1701,645,15
4122,645,-5
4533,647,-7
797,647,17
711,648,-7
2285,653,-7
315,654,-1
763,654,-6
1879,654,-6
2003,654,-6
1547,655,-5
4187,655,11
331,655,-5
2083,656,-4
4179,656,-3
305,657,-3
453,657,-2
1491,658,3
269,658,-2
1415,659,-1
248,701,-4
525,702,12
1506,702,2
2279,704,9
443,707,-8
3,707,2
438,708,-2
1704,713,8
15,714,-6
399,714,-1
4565,714,-6
1815,715,-10
433,716,21
831,720,5
440,721,-3
5144,722,-8
23,724,24
1289,724,-6
4276,724,-6
1016,724,3
1757,726,-4
461,726,-3
33,727,-3
1267,727,2
277,727,29
1949,728,-7
1771,728,-2
183,729,-1
740,729,4
4111,734,4
1591,735,-1
807,737,-8
11,738,-2
849,739,4
18,739,4
8,740,-2
3353,742,-3
2702,742,-10
1273,743,-2
715,744,-6
163,745,-7
1717,747,-2
4125,749,10
295,749,-6
3709,751,-4
3507,752,-8
59,753,-2
1733,753,0
1491,754,-6
2119,754,-6
3611,755,-10
309,755,0
1511,755,-5
2190,755,-5
885,756,-4
677,757,-3
901,757,-3
1271,757,-3
2047,757,-2
655,758,-2
2395,758,-2
4099,759,-1
561,801,-6
4304,802,-7
4407,803,-1
1109,807,2
4638,808,3
27,811,1
3370,811,-4
3355,812,-3
1429,814,-1
914,814,-1
3538,815,0
618,815,-4
2267,818,-2
3363,819,-10
1831,820,-4
227,824,-6
1157,824,-5
1959,824,-1
3852,826,-4
3407,826,-4
3850,827,-3
1838,828,-2
4321,828,-2
1783,829,-6
4537,829,-1
719,830,5
4175,830,-6
3521,831,2
5815,832,-8
3531,833,18
219,834,0
4388,835,-5
879,837,23
443,837,4
3419,838,-2
281,839,24
2071,839,-4
4714,839,-5
313,841,-9
526,849,-1
647,851,-4
15,852,-1
5,853,-7
301,853,3
457,853,-1
1682,854,1
1747,854,-5
63,855,-6
120,855,-5
683,856,86
2173,856,-4
485,856,-4
208,856,-4
1357,857,-3
189,857,-4
544,857,-3
1216,859,-1
1443,900,0
874,902,-3
1,908,-7
5222,908,-2
181,909,-1
867,909,-6
790,909,30
161,912,-3
1634,913,12
3478,915,45
1223,919,-1
199,921,-9
1519,922,-7
4535,922,-8
271,923,-10
397,924,-6
586,926,-3
4998,926,-4
1685,929,-1
2379,931,-4
2457,936,-9
743,936,-5
388,937,18
3713,938,48
1871,939,-6
407,940,15
795,941,12
1123,943,-2
4192,944,-1
3565,944,29
3670,945,-10
5475,947,-8
2075,949,-8
5711,951,-9
4495,951,0
731,952,-3
2142,953,-7
673,953,-7
1167,955,105
1847,955,-5
483,957,-2
5736,957,-3
4140,958,-2
4517,958,-6
51,959,-1
251,1000,10
116,1001,31
3611,1003,-2
411,1004,5
855,1011,-8
1625,1011,2
518,1015,-2
1444,1016,6
2319,1016,11
604,1017,-8
4105,1021,121
325,1021,-4
179,1022,-8
1885,1022,82
187,1023,-7
53,1025,-4
601,1027,-3
5964,1027,-3
413,1028,-1
925,1031,6
4445,1031,-5
1879,1034,-1
1291,1034,-6
4255,1038,8
1152,1039,9
1529,1040,10
421,1040,20
1903,1042,-4
3466,1043,-12
1493,1046,-2
23,1047,17
628,1049,-1
611,1053,-2
6054,1054,37
2445,1055,-5
695,1055,-5
1765,1056,-4
3230,1056,-4
1031,1058,-7
1,1059,30
4510,1059,-5
2177,1100,0
1258,1100,0
971,1103,8
1275,1103,8
4662,1104,24
127,1107,-6
3910,1108,-2
703,1110,-5
327,1114,-1
1129,1116,-4
3572,1116,-4
2380,1118,-7
34,1122,2
2099,1122,-3
208,1124,4
1583,1129,-5
954,1129,-6
2077,1130,0
2219,1131,-4
680,1135,-11
1307,1136,-3
4974,1136,6
1647,1139,39
1281,1140,43
1294,1142,-3
4335,1144,-5
3546,1144,-1
5030,1145,0
1855,1148,-2
2147,1148,-7
3,1151,-9
3386,1151,-4
4679,1153,-6
1875,1155,24
3601,1158,-7
2001,1158,-2
3404,1158,-2
863,1159,-1
323,1205,-3
329,1207,-3
3658,1207,2
1174,1212,12
4567,1213,-6
332,1213,-7
1489,1214,-4
3854,1216,-3
5897,1218,-2
743,1223,13
2098,1223,-7
4640,1225,-5
3650,1227,-10
3319,1228,-2
41,1236,-3
1191,1238,29
2041,1239,-6
927,1239,-2
2502,1241,12
1850,1243,-2
1375,1244,-6
1131,1245,-5
3361,1247,-3
3388,1248,-7
2146,1250,50
2181,1252,-8
1641,1252,2
1811,1254,-3
1006,1254,54
1605,1256,6
5148,1257,-3
3340,1257,-3
1033,1258,-2
1700,1258,2
4227,1259,0
331,1300,-10
411,1300,0
1014,1301,36
165,1302,2
1188,1302,2
4909,1302,-8
1639,1308,-6
2029,1310,-4
5797,1310,-5
316,1313,23
5812,1314,-6
423,1314,-6
1734,1316,16
553,1318,3
1708,1318,19
431,1319,-11
3305,1320,-5
781,1322,23
4395,1322,-8
1199,1322,-3
15,1324,-1
5299,1325,0
1186,1325,13
2043,1328,-2
3843,1329,65
286,1331,-4
3678,1331,-4
348,1339,29
117,1341,-4
707,1341,1
4213,1341,-4
2252,1342,32
403,1343,168
1338,1343,-3
3133,1344,19
4561,1344,54
753,1345,0
1685,1348,3
1654,1349,-1
1001,1353,3
686,1354,-5
2247,1355,-4
1373,1356,-3
337,1404,-1
2480,1405,0
112,1406,-4
1073,1408,28
340,1408,-7
505,1409,39
118,1411,17
213,1414,-7
161,1417,-3
3588,1419,-1
5712,1420,-5
349,1420,10
4372,1421,-10
4615,1423,-2
753,1423,3
308,1424,36
3669,1426,-3
325,1427,-3
1638,1427,-3
1819,1428,-7
1686,1429,31
703,1430,1
1231,1434,-6
237,1434,14
1902,1436,-4
207,1436,-4
5914,1437,2
575,1438,-2
3567,1439,44
759,1440,-5
1995,1440,-8
4346,1440,0
477,1443,-2
226,1443,-1
841,1443,-8
1779,1444,3
5207,1444,-6
3393,1446,-4
4572,1446,-2
2152,1449,-11
3231,1450,-5
4336,1452,0
301,1453,23
127,1453,-2
3391,1453,-6
1183,1453,-4
3973,1455,-5
883,1455,-5
3402,1455,-10
581,1456,-3
83,1457,-3
1593,1457,-2
5713,1457,27
1751,1458,3
802,1458,-2
685,1458,7
1171,1459,14
451,1459,0
3325,1500,1
4145,1500,10
1813,1500,0
804,1501,-4
1769,1502,-3
4181,1502,3
3359,1503,8
1635,1506,11
4160,1507,72
3433,1510,0
473,1511,6
350,1512,15
1164,1513,18
2223,1514,-6
1773,1516,-4
4115,1519,29
2815,1519,24
4326,1520,5
4101,1521,-2
745,1521,-5
2181,1524,9
1668,1525,-5
1729,1527,-8
3416,1528,-7
1935,1529,-1
545,1529,299
4171,1530,77
1121,1531,6
85,1532,2
1498,1532,2
1107,1532,3
1600,1533,4
4352,1534,6
257,1534,-1
3622,1535,-5
1883,1537,86
1982,1538,-7
253,1538,-5
2081,1539,-1
133,1540,-5
2793,1540,-5
1695,1542,26
2280,1542,7
4120,1548,53
814,1549,-1
573,1550,21
5058,1550,5
4581,1551,6
1734,1552,-7
1670,1552,-3
706,1556,-4
543,1558,-2
1289,1559,0
4,1559,14
847,1559,-1
5894,1559,154
341,1600,40
1750,1600,-5
141,1600,0
1105,1602,7
2459,1602,7
1543,1603,-2
4294,1603,-7
3202,1608,38
527,1608,23
3540,1609,10
1394,1609,4
3459,1614,19
3400,1614,-1
1467,1618,-2
629,1620,-9
31,1620,37
3075,1620,20
1373,1621,22
5038,1621,-9
4431,1624,-5
4204,1625,-5
89,1626,-9
4328,1626,-1
1026,1627,7
1801,1629,-1
2231,1629,-1
